city,date,fare,ride_id
Grantport,2018-03-03 14:19:22,56.13,2377672803306
Michaelport,2018-01-10 18:17:00,52.48,9709080412741
Grantport,2018-01-25 22:03:49,29.84,5777551190133
Pricefurt,2018-02-22 14:11:13,12.24,3512454104724
Ortizstad,2018-02-16 06:08:11,54.81,5973811040235
Johnsonburgh,2018-03-08 11:26:19,37.43,2143950490625
Grantport,2018-01-29 16:08:50,53.91,4948262222166
Amyview,2018-01-18 08:05:44,19.77,5929221251297
Turnerbury,2018-02-16 10:02:25,54.69,5694340221598
Grantport,2018-01-20 02:35:01,20.09,2815025598047
Grantport,2018-03-09 19:23:14,46.36,7103020107469
Smithville,2018-01-13 08:58:46,45.78,5129541610860
Angelberg,2018-02-18 21:03:07,45.55,0339570061013
Chavezside,2018-02-26 04:09:13,56.89,5598375638133
Angelberg,2018-01-26 08:28:50,47.85,8843580006183
Daniellefort,2018-03-08 22:06:03,42.58,0816128059383
Johnsonburgh,2018-03-11 16:23:34,57.5,6021553860587
Ortizstad,2018-01-25 17:39:06,26.28,3640903083198
West Pamelaland,2018-01-10 20:27:48,53.92,9610819206107
Chavezside,2018-03-03 11:25:50,23.9,9790754835652
Michaelport,2018-02-05 01:19:52,22.44,8923179565892
Pricefurt,2018-02-07 02:56:23,50.7,0978070903463
Angelberg,2018-01-17 09:40:17,46.85,6005054553001
Pricefurt,2018-02-26 04:13:51,43.91,1011132727276
New Cherylton,2018-01-16 20:02:31,54.6,5959908148138
New Stacieport,2018-01-06 07:40:29,29.43,1501212983659
North Albertborough,2018-01-14 02:34:19,46.72,7979441865109
Ortizstad,2018-03-05 14:03:40,30.04,9958008361078
Pricefurt,2018-02-08 00:06:09,13.59,0218955648738
Amyview,2018-02-06 19:08:43,54.99,5328418563647
Johnsonburgh,2018-03-11 05:17:00,29.12,5240764249832
Johnsonburgh,2018-02-13 03:26:09,10.57,9766296298415
New Cherylton,2018-01-12 07:32:22,40.83,7673182384713
Johnsonburgh,2018-03-01 22:36:37,43.69,2092590875951
Chavezside,2018-01-16 13:59:40,39.11,0323328067532
Burkeburgh,2018-01-18 20:18:54,35.37,9461657907462
New Stacieport,2018-03-06 16:45:15,16.25,5379201533798
Daniellefort,2018-01-13 22:56:33,56.47,0142703055823
Grantport,2018-01-29 05:22:32,31.4,4254549972434
